s0;s1;s2;s3;s4
0;1351;4009;2001;0;
0;1351;4009;2001;0;
0;1351;4009;2001;0;
0;1341;4032;2004;0;
0;1341;4032;2004;0;
0;1073;3856;1920;0;
0;1073;3856;1920;0;
0;1073;3856;1920;0;
0;1019;3800;1914;0;
0;1019;3800;1914;0;
0;1019;3800;1914;0;
0;1347;4012;2012;0;
0;1347;4012;2012;0;
0;1360;4046;2006;0;
0;1360;4046;2006;0;
0;1360;4046;2006;0;
0;1086;3871;1923;0;
0;1086;3871;1923;0;
0;1086;3871;1923;0;
0;1025;3804;1917;0;
0;1025;3804;1917;0;
0;1025;3804;1917;0;
0;1322;3988;1996;0;
0;1322;3988;1996;0;
0;1362;4045;2005;0;
0;1362;4045;2005;0;
0;1362;4045;2005;0;
0;1109;3874;1925;0;
0;1109;3874;1925;0;
0;1109;3874;1925;0;
0;1032;3803;1916;0;
0;1032;3803;1916;0;
0;1317;3989;2000;0;
0;1317;3989;2000;0;
0;1317;3989;2000;0;
0;1384;4050;2011;0;
0;1384;4050;2011;0;
0;1130;3888;1927;0;
0;1130;3888;1927;0;
0;1130;3888;1927;0;
0;1027;3805;1912;0;
0;1027;3805;1912;0;
0;1027;3805;1912;0;
0;1295;3973;1994;0;
0;1295;3973;1994;0;
0;1390;4045;2013;0;
0;1390;4045;2013;0;
0;1390;4045;2013;0;
0;1144;3897;1933;0;
0;1144;3897;1933;0;
0;1144;3897;1933;0;
0;1028;3807;1916;0;
0;1028;3807;1916;0;
0;1280;3963;1985;0;
0;1280;3963;1985;0;
0;1280;3963;1985;0;
0;1399;4064;2016;0;
0;1399;4064;2016;0;
0;1399;4064;2016;0;
0;1152;3911;1946;0;
0;1152;3911;1946;0;
0;1030;3821;1915;0;
0;1030;3821;1915;0;
0;1030;3821;1915;0;
0;1258;3943;1981;0;
0;1258;3943;1981;0;
0;1258;3943;1981;0;
0;1400;4055;2017;0;
0;1400;4055;2017;0;
0;1400;4055;2017;0;
0;1176;3922;1946;0;
0;1176;3922;1946;0;
0;1031;3817;1913;0;
0;1031;3817;1913;0;
0;1031;3817;1913;0;
0;1242;3931;1979;0;
0;1242;3931;1979;0;
0;1242;3931;1979;0;
0;1395;4065;2018;0;
0;1395;4065;2018;0;
0;1395;4065;2018;0;
0;1182;3926;1950;0;
0;1182;3926;1950;0;
0;1034;3818;1916;0;
0;1034;3818;1916;0;
0;1034;3818;1916;0;
0;1223;3924;1971;0;
0;1223;3924;1971;0;
0;1223;3924;1971;0;
0;1415;4058;2025;0;
0;1415;4058;2025;0;
0;1205;3939;1953;0;
0;1205;3939;1953;0;
0;1205;3939;1953;0;
0;1036;3813;1911;0;
0;1036;3813;1911;0;
0;1036;3813;1911;0;
0;1196;3907;1967;0;
0;1196;3907;1967;0;
0;1405;4062;2021;0;
0;1405;4062;2021;0;
0;1405;4062;2021;0;
0;1222;3949;1958;0;
0;1222;3949;1958;0;
0;1222;3949;1958;0;
0;1033;3822;1912;0;
0;1033;3822;1912;0;
0;1033;3822;1912;0;
0;1173;3896;1961;0;
0;1173;3896;1961;0;
0;1173;3896;1961;0;
0;1404;4061;2028;0;
0;1404;4061;2028;0;
0;1243;3958;1966;0;
0;1243;3958;1966;0;
0;1243;3958;1966;0;
0;1030;3825;1915;0;
0;1030;3825;1915;0;
0;1030;3825;1915;0;
0;1164;3882;1957;0;
0;1164;3882;1957;0;
0;1404;4059;2017;0;
0;1404;4059;2017;0;
0;1404;4059;2017;0;
0;1250;3968;1968;0;
0;1250;3968;1968;0;
0;1250;3968;1968;0;
0;1042;3816;1913;0;
0;1042;3816;1913;0;
0;1131;3873;1953;0;
0;1131;3873;1953;0;
0;1131;3873;1953;0;
0;1410;4053;2023;0;
0;1410;4053;2023;0;
0;1410;4053;2023;0;
0;1268;3986;1970;0;
0;1268;3986;1970;0;
0;1268;3986;1970;0;
0;1043;3827;1914;0;
0;1043;3827;1914;0;
0;1112;3851;1940;0;
0;1112;3851;1940;0;
0;1112;3851;1940;0;
0;1401;4045;2024;0;
0;1401;4045;2024;0;
0;1401;4045;2024;0;
0;1289;3994;1980;0;
0;1289;3994;1980;0;
0;1041;3836;1913;0;
0;1041;3836;1913;0;
0;1041;3836;1913;0;
0;1094;3841;1938;0;
0;1094;3841;1938;0;
0;1094;3841;1938;0;
0;1384;4050;2014;0;
0;1384;4050;2014;0;
0;1384;4050;2014;0;
0;1295;3999;1983;0;
0;1295;3999;1983;0;
0;1049;3838;1913;0;
0;1049;3838;1913;0;
0;1049;3838;1913;0;
0;1060;3834;1929;0;
0;1060;3834;1929;0;
0;1060;3834;1929;0;
0;1391;4040;2019;0;
0;1391;4040;2019;0;
0;1391;4040;2019;0;
0;1313;4011;1989;0;
0;1313;4011;1989;0;
0;1052;3842;1914;0;
0;1052;3842;1914;0;
0;1052;3842;1914;0;
0;1050;3817;1925;0;
0;1050;3817;1925;0;
0;1050;3817;1925;0;
0;1366;4030;2012;0;
0;1366;4030;2012;0;
0;1322;4016;1989;0;
0;1322;4016;1989;0;
0;1322;4016;1989;0;
0;1059;3847;1916;0;
0;1059;3847;1916;0;
0;1059;3847;1916;0;
0;1032;3809;1919;0;
0;1032;3809;1919;0;
0;1359;4023;2013;0;
0;1359;4023;2013;0;
0;1359;4023;2013;0;
0;1338;4031;1995;0;
0;1338;4031;1995;0;
0;1079;3858;1919;0;
0;1079;3858;1919;0;
0;1079;3858;1919;0;
0;1020;3800;1917;0;
0;1020;3800;1917;0;
0;1020;3800;1917;0;
0;1346;4009;2006;0;
0;1346;4009;2006;0;
0;1346;4009;2006;0;
0;1355;4033;2003;0;
0;1355;4033;2003;0;
0;1081;3857;1921;0;
0;1081;3857;1921;0;
0;1081;3857;1921;0;
0;1025;3789;1911;0;
0;1025;3789;1911;0;
0;1337;3995;2005;0;
0;1337;3995;2005;0;
0;1337;3995;2005;0;
0;1366;4045;2005;0;
0;1366;4045;2005;0;
0;1366;4045;2005;0;
0;1108;3871;1925;0;
0;1108;3871;1925;0;
0;1108;3871;1925;0;
0;1027;3800;1915;0;
0;1027;3800;1915;0;
0;1310;3987;1999;0;
0;1310;3987;1999;0;
0;1310;3987;1999;0;
0;1374;4047;2007;0;
0;1374;4047;2007;0;
0;1374;4047;2007;0;
0;1124;3884;1935;0;
0;1124;3884;1935;0;
0;1124;3884;1935;0;
0;1017;3805;1912;0;
0;1017;3805;1912;0;
0;1296;3969;1990;0;
0;1296;3969;1990;0;
0;1296;3969;1990;0;
0;1388;4046;2012;0;
0;1388;4046;2012;0;
0;1388;4046;2012;0;
0;1150;3896;1939;0;
0;1150;3896;1939;0;
0;1150;3896;1939;0;
0;1023;3801;1911;0;
0;1023;3801;1911;0;
0;1264;3959;1985;0;
0;1264;3959;1985;0;
0;1264;3959;1985;0;
0;1393;4064;2014;0;
0;1393;4064;2014;0;
0;1393;4064;2014;0;
0;1159;3909;1945;0;
0;1159;3909;1945;0;
0;1027;3808;1909;0;
0;1027;3808;1909;0;
0;1027;3808;1909;0;
0;1249;3943;1980;0;
0;1249;3943;1980;0;
0;1249;3943;1980;0;
0;1403;4056;2020;0;
0;1403;4056;2020;0;
0;1182;3922;1946;0;
0;1182;3922;1946;0;
0;1182;3922;1946;0;
0;1025;3810;1911;0;
0;1399;4064;2013;0;
0;1399;4064;2013;0;
0;1204;3938;1952;0;
0;1204;3938;1952;0;
0;1204;3938;1952;0;
0;1030;3812;1910;0;
0;1030;3812;1910;0;
0;1202;3906;1971;0;
0;1202;3906;1971;0;
0;1202;3906;1971;0;
0;1414;4064;2025;0;
0;1037;3822;1911;0;
0;1037;3822;1911;0;
0;1177;3899;1960;0;
0;1177;3899;1960;0;
0;1177;3899;1960;0;
0;1410;4058;2022;0;
0;1410;4058;2022;0;
0;1233;3963;1965;0;
0;1233;3963;1965;0;
0;1233;3963;1965;0;
0;1033;3823;1912;0;
0;1033;3823;1912;0;
0;1033;3823;1912;0;
0;1153;3879;1954;0;
0;1153;3879;1954;0;
0;1400;4066;2020;0;
0;1400;4066;2020;0;
0;1400;4066;2020;0;
0;1260;3967;1975;0;
0;1260;3967;1975;0;
