@relation data

@attribute Label {ECKE,FRONTAL,KANTE}
@attribute AngleLeft numeric
@attribute DistLeft numeric
@attribute AngleRight numeric
@attribute DistRight numeric

@data
ECKE,2,1.7838666801085026,81,2.1209048914630273
ECKE,2,1.748959414375065,81,2.1251951158341456
ECKE,3,1.7439340060833217,80,2.142271640558988
ECKE,3,1.7186609819496823,80,2.150759488486102
ECKE,3,1.7439340060833217,80,2.138015135388912
ECKE,3,1.7084833527426895,80,2.1251951158341456
ECKE,3,1.7186609819496823,79,2.142271640558988
ECKE,3,1.7135770702400634,80,2.146519753283741
ECKE,2,1.7439340060833217,81,2.1251951158341456
ECKE,2,1.7589811603652663,80,2.146519753283741
ECKE,3,1.7338540402285503,80,2.150759488486102
ECKE,3,1.7338540402285503,80,2.129476887973084
ECKE,2,1.748959414375065,81,2.129476887973084
ECKE,3,1.703379813655772,81,2.1251951158341456
ECKE,3,1.728799451165827,81,2.107983355207381
ECKE,3,1.748959414375065,80,2.129476887973084
ECKE,3,1.728799451165827,80,2.150759488486102
ECKE,3,1.7237351036640405,80,2.1209048914630273
ECKE,3,1.703379813655772,80,2.1209048914630273
ECKE,3,1.7135770702400634,80,2.150759488486102
ECKE,3,1.703379813655772,79,2.146519753283741
ECKE,3,1.7135770702400634,79,2.142271640558988
ECKE,3,1.7388988866161696,81,2.133750222840945
ECKE,3,1.7338540402285503,80,2.138015135388912
ECKE,3,1.7237351036640405,79,2.138015135388912
ECKE,3,1.728799451165827,80,2.129476887973084
ECKE,3,1.7338540402285503,79,2.142271640558988
ECKE,3,1.7135770702400634,79,2.150759488486102
ECKE,3,1.7388988866161696,80,2.133750222840945
ECKE,3,1.7237351036640405,80,2.129476887973084
ECKE,3,1.7237351036640405,80,2.138015135388912
ECKE,3,1.7439340060833217,80,2.129476887973084
ECKE,3,1.7135770702400634,79,2.1209048914630273
ECKE,3,1.7135770702400634,79,2.133750222840945
ECKE,3,1.7186609819496823,79,2.138015135388912
ECKE,3,1.728799451165827,79,2.133750222840945
ECKE,3,1.7338540402285503,79,2.133750222840945
ECKE,3,1.7237351036640405,79,2.129476887973084
ECKE,3,1.7186609819496823,79,2.146519753283741
ECKE,3,1.7135770702400634,80,2.1209048914630273
ECKE,3,1.703379813655772,80,2.1251951158341456
ECKE,3,1.703379813655772,79,2.150759488486102
ECKE,3,1.7186609819496823,79,2.1251951158341456
ECKE,3,1.7237351036640405,80,2.138015135388912
ECKE,3,1.728799451165827,79,2.138015135388912
ECKE,3,1.7186609819496823,79,2.1251951158341456
ECKE,3,1.7338540402285503,78,2.146519753283741
ECKE,3,1.7135770702400634,79,2.146519753283741
ECKE,3,1.69826643716803,78,2.146519753283741
ECKE,3,1.7186609819496823,79,2.133750222840945
ECKE,3,1.69826643716803,77,2.138015135388912
ECKE,3,1.69826643716803,79,2.142271640558988
ECKE,3,1.703379813655772,77,2.142271640558988
ECKE,3,1.693143207459002,79,2.142271640558988
ECKE,3,1.703379813655772,78,2.142271640558988
ECKE,3,1.7186609819496823,79,2.142271640558988
ECKE,3,1.703379813655772,79,2.138015135388912
ECKE,3,1.693143207459002,78,2.146519753283741
ECKE,3,1.703379813655772,78,2.1251951158341456
ECKE,3,1.703379813655772,78,2.146519753283741
ECKE,3,1.7084833527426895,78,2.142271640558988
ECKE,3,1.7388988866161696,78,2.138015135388912
ECKE,3,1.7186609819496823,79,2.133750222840945
ECKE,3,1.7186609819496823,79,2.1209048914630273
ECKE,3,1.7135770702400634,79,2.1251951158341456
ECKE,3,1.703379813655772,79,2.138015135388912
ECKE,3,1.703379813655772,79,2.142271640558988
