@relation data

@attribute Label {ECKE,FRONTAL,KANTE}
@attribute AngleLeft numeric
@attribute DistLeft numeric
@attribute AngleRight numeric
@attribute DistRight numeric

@data
ECKE,3,1,3,0.8004768459837759
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.8022695155622106
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7943688839073842
ECKE,3,1,3,0.7943688839073842
ECKE,3,1,3,0.7943688839073842
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.80288182721573
ECKE,3,1,3,0.80288182721573
ECKE,3,1,3,0.8036747357168115
ECKE,3,1,3,0.8036747357168115
ECKE,3,1,3,0.8036747357168115
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7955220185700357
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7947208221969754
ECKE,3,1,3,0.7964585074388595
ECKE,3,1,3,0.7964585074388595
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.8031277848868158
ECKE,3,1,3,0.8031277848868158
ECKE,3,1,3,0.8031277848868158
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7958803230669471
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7970356517894626
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.8074774624565086
ECKE,3,1,3,0.8074774624565086
ECKE,3,1,3,0.8074774624565086
ECKE,3,1,3,0.8016157268367359
ECKE,3,1,3,0.8016157268367359
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.7981868324748096
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.793557125031063
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.799333889194987
ECKE,3,1,3,0.8019041822200373
ECKE,3,1,3,0.8019041822200373
ECKE,3,1,3,0.8019041822200373
ECKE,3,1,3,0.7995752129610405
ECKE,3,1,3,0.7995752129610405
ECKE,3,1,3,0.8029166339419501
ECKE,3,1,3,0.8029166339419501
ECKE,3,1,3,0.8029166339419501
ECKE,3,1,3,0.8045945412371196
ECKE,3,1,3,0.8045945412371196
ECKE,3,1,3,0.8045945412371196
ECKE,4,1,3,0.8062470082063296
ECKE,4,1,3,0.8062470082063296
ECKE,4,1,3,0.8062470082063296
ECKE,4,1,3,0.8204663637750971
ECKE,4,1,3,0.8204663637750971
ECKE,4,1,2,0.8094488888577019
ECKE,4,1,2,0.8094488888577019
ECKE,4,1,2,0.8094488888577019
ECKE,4,1,2,0.8104069540185386
ECKE,4,1,2,0.8104069540185386
ECKE,4,1,2,0.8104069540185386
ECKE,4,1,3,0.8088752415930275
ECKE,4,1,3,0.8088752415930275
ECKE,4,1,3,0.7903857449061646
ECKE,4,1,3,0.7903857449061646
ECKE,4,1,3,0.7903857449061646
ECKE,2,1,3,0.7822303097827776
ECKE,2,1,3,0.7822303097827776
ECKE,2,1,3,0.7822303097827776
ECKE,2,1,4,0.7718263974214928
ECKE,2,1,4,0.7718263974214928
ECKE,2,1,4,0.7718263974214928
ECKE,1,1,4,0.7593821558805278
ECKE,1,1,4,0.7593821558805278
ECKE,1,1,4,0.782037852466195
ECKE,1,1,4,0.782037852466195
ECKE,1,1,4,0.782037852466195
ECKE,1,1,4,0.8220128161863085
ECKE,1,1,4,0.8220128161863085
ECKE,1,1,4,0.8220128161863085
ECKE,1,1,4,0.8179726177211497
ECKE,1,1,4,0.8179726177211497
ECKE,1,1,4,0.8179726177211497
ECKE,1,1,4,0.8212704542542367
ECKE,1,1,4,0.8212704542542367
ECKE,1,1,4,0.8285190417063196
ECKE,1,1,4,0.8285190417063196
