s0,s1,s2,s3,s4
0,1497,4581,1434,0
0,1497,4581,1434,0
0,1497,4581,1434,0
0,1500,4577,1437,0
0,1500,4577,1437,0
0,1497,4583,1438,0
0,1497,4583,1438,0
0,1497,4583,1438,0
0,1507,4575,1435,0
0,1507,4575,1435,0
0,1507,4575,1435,0
0,1516,4575,1435,0
0,1516,4575,1435,0
0,1516,4575,1435,0
0,1496,4581,1435,0
0,1496,4581,1435,0
0,1496,4581,1435,0
0,1497,4586,1432,0
0,1497,4586,1432,0
0,1497,4579,1435,0
0,1497,4579,1435,0
0,1497,4579,1435,0
0,1507,4574,1440,0
0,1507,4574,1440,0
0,1507,4574,1440,0
0,1495,4580,1436,0
0,1495,4580,1436,0
0,1497,4576,1434,0
